,id,title,all
1818,424,Schindler's List,stevenspielberg liamneeson benkingsley ralphfiennes carolinegoodall drama history war factory concentrationcamp hero holocaust worldwarii nazis defenseindustry biography theholocaust
1819,50014,The Help,tatetaylor emmastone violadavis octaviaspencer brycedallashoward drama mississippi basedonnovel exploitation racialsegregation racism writer maid moralcourage ressentiment southernbelle racialissues 1960s newspapercolumnist
1820,162903,The Fifth Estate,billcondon benedictcumberbatch danielbrühl anthonymackie davidthewlis drama thriller journalist biography internet informationleak activist
1821,11024,Scooby-Doo 2: Monsters Unleashed,rajagosnell freddieprinzejr. sarahmichellegellar matthewlillard lindacardellini mystery fantasy adventure comedy detective monster engine basedontvseries dog
1822,208763,Forbidden Kingdom,olegstepchenko jasonflemyng alekseychadov agniyaditkovskite yuriytsurilo thriller adventure mystery fantasy monster mystic church demon witchcraft science darkfantasy 3d
1823,6466,Freddy vs. Jason,ronnyyu robertenglund kenkirzinger jasonritter monicakeena horror murder marijuana teenager baddream
1824,254024,The Face of an Angel,michaelwinterbottom katebeckinsale caradelevingne danielbrühl avaacres thriller drama murderinvestigation
1825,12589,Jimmy Neutron: Boy Genius,johna.davis debiderryberry megancavanagh markdecarlo jeffreygarcia action adventure animation comedy family fantasy sciencefiction showdown gi villain genius alien rescue miniaturization robot battle lasergun spear boygenius
1826,7191,Cloverfield,mattreeves lizzycaplan jessicalucas odetteannable michaelstahl-david action thriller sciencefiction helicopter monster skyscraper fight camcorder panic chaos supernatural quarantine friends alien rescue survival disaster escape giantmonster kaiju military foundfootage aftercreditsstinger
1827,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,michaelpressman paigeturco davidwarner michelansisti leiftilden sciencefiction adventure action comedy family crimefighter fight mutant turtle ninja reporter newyorkcity
1828,117,The Untouchables,briandepalma kevincostner seanconnery charlesmartinsmith andygarcía crime drama history thriller whitesuit alcapone toughcop treasuryagent untouchable taxevasion jurytampering ruleoflaw rooftopchase cuttingfacewhileshaving 1930s
1829,6977,No Country for Old Men,joelcoen tommyleejones javierbardem joshbrolin woodyharrelson crime drama thriller texas drugtraffic hitman unitedstates–mexicobarrier suspense
1830,168530,Ride Along,timstory icecube kevinhart johnleguizamo brucemcgill action comedy policeoperation policeofficer brother-in-lawbrother-in-lawrelationship duringcreditsstinger blackmen
1831,634,Bridget Jones's Diary,sharonmaguire renéezellweger colinfirth hughgrant gemmajones comedy romance drama holiday londonengland england alcohol sex lovesickness telecaster birthday christmasparty newsbroadcast sexualfrustration diary cigarette daughter motherdaughterrelationship lawyer reporter extramaritalaffair duringcreditsstinger womandirector christmas
1832,392,Chocolat,lassehallström juliettebinoche alfredmolina johnnydepp judidench comedy drama romance chocolate mayor praline single motherdaughterrelationship
1833,10327,"Legally Blonde 2: Red, White & Blonde",charlesherman-wurmfeld reesewitherspoon sallyfield reginaking jennifercoolidge comedy washingtond.c. boston chambersofabarrister tierversuch lawyer
1834,88042,Parental Guidance,andyfickman billycrystal bettemidler marisatomei tomeverettscott comedy 
1835,41630,No Strings Attached,ivanreitman natalieportman ashtonkutcher kevinkline caryelwes comedy romance fathersonrelationship casualmeeting studentofmedicine friends valentine malefemalerelationship openrelationship sexualhumor bestfriend casualsex bestfriendsinlove duringcreditsstinger fling fathersonconflict friendswithbenefit
1836,11969,Tombstone,georgep.cosmatos kurtrussell valkilmer samelliott billpaxton action adventure drama history western retirement wyattearp rightandjustice historicalfigure
1837,2085,Romeo Must Die,andrzejbartkowiak jetli aaliyah isaiahwashington russellwong action crime thriller martialarts hip-hop oakland asian asianman asianlead
1838,794,The Omen,richarddonner gregorypeck leeremick davidwarner billiewhitelaw horror thriller monk prophecy ambassador nanny rottweiler devil'sson revelation aggressionbyanimal photography paranormalphenomena cowardliness archaeologist
1839,9286,Final Destination 3,jameswong maryelizabethwinstead ryanmerriman krislemche alexzjohnson horror mystery beheading dyinganddeath strokeoffate
1840,77877,The Lucky One,scotthicks zacefron blythedanner taylorschilling jayr.ferguson drama romance basedonnovel wifehusbandrelationship photo kennel playingchess bombexplosion iraqveteran
1841,1265,Bridge to Terabithia,gáborcsupó joshhutcherson annasophiarobb robertpatrick zooeydeschanel adventure drama family brothersisterrelationship friendship bullying neighbor school drawing basedonchildren'sbook schoolbus imagination creek clubhouse realityvsfantasy outsider fantasyworld overflowingwithimagination
1842,866,Finding Neverland,marcforster johnnydepp katewinslet juliechristie dustinhoffman drama londonengland scotland parentskidsrelationship becominganadult fantasy motherrole childhoodmemory success widow theatreplay strokeoffate costume peterpan theatregroup adventure lossofhusband marriagecrisis theatremilieu friendship faith single motherdaughterrelationship author pirate illness spectacle child
1843,175555,A Madea Christmas,tylerperry tylerperry annamariahorsford tikasumpter ericlively comedy drama christmas
1844,75174,The Grey,joecarnahan liamneeson dermotmulroney frankgrillo dallasroberts action drama thriller alcohol isolation wolf wilderness forest stranded alaska survival airplanecrash fear howling death animalkilling freezing animalattack campfire malecamaraderie guninmouth aftercreditsstinger barfight eatenalive eatenbyanimal
1845,11096,Hide and Seek,johnpolson robertdeniro dakotafanning famkejanssen elisabethshue horror mystery thriller house imaginaryfriend suspense lossofwife
1846,8699,Anchorman: The Legend of Ron Burgundy,adammckay willferrell christinaapplegate paulrudd davidkoechner comedy journalism sexism ladder panda tvshowinfilm mustache misogynist newsroom teleprompter gangwarfare aftercreditsstinger duringcreditsstinger newsspoof
1847,769,GoodFellas,martinscorsese robertdeniro rayliotta joepesci lorrainebracco drama crime prison basedonnovel florida 1970s massmurder irish-american drugtraffic biography basedontruestory murder organizedcrime gore mafia gangster newyorkcity extremeviolence violence brooklynnewyorkcity crimeepic tampa
1848,10923,Agent Cody Banks,haraldzwart frankiemuniz hilaryduff angieharmon keithdavid action spy cia killerrobot delinquent teenspy
1849,11283,Nanny McPhee,kirkjones emmathompson colinfirth kellymacdonald thomasbrodie-sangster fantasy comedy family lossofmother nanny education wizardry children singlefather
1850,111,Scarface,briandepalma alpacino stevenbauer michellepfeiffer maryelizabethmastrantonio action crime drama thriller miami corruption capitalism cuba prohibition brothersisterrelationship lossofsister cocaine cultfilm bitterness
1851,11676,Nothing to Lose,steveoedekerk timrobbins martinlawrence johnc.mcginley kellypreston action adventure comedy rapmusic infidelity securitycamera loss crook sociopath revenge artifact fword racism criminal ontheroad desert securityguard shoplifting screwball recklessdriving roadmovie buddycomedy unlikelyfriendship carjacker advertisingexecutive suv aftercreditsstinger
1852,746,The Last Emperor,bernardobertolucci johnlone petero'toole joanchen dennisdun drama history buddhism japan suicide china suicideattempt warcrimes becominganadult isolation warondrugs revolution emperor arrangedmarriage manchuria dynasty reeducationcamp culturalrevolution humanexperimentation war coupd'etat teacher beijing decadence communism
1853,77866,Contraband,baltasarkormákur markwahlberg katebeckinsale benfoster giovanniribisi thriller action drama crime headwound criminal securityguard contraband
1854,9416,Money Talks,brettratner christucker charliesheen heatherlocklear paulsorvino action adventure comedy prison diamant liberationofprisoners transportofprisoners interview arrest
1855,7345,There Will Be Blood,paulthomasanderson danielday-lewis pauldano dillonfreasier ciaránhinds drama brotherbrotherrelationship deaf-mute americandream fanatic pipeline petrol father stepfather oil money killer alcoholic
1856,14317,The Wild Thornberrys Movie,cathymalkasian laceychabert tomkane creesummer timcurry animation adventure family sistersisterrelationship safari wildlife baboon chimpanzee womandirector
1857,20694,Rugrats Go Wild,nortonvirgien e.g.daily nancycartwright kathsoucie dionnequan animation family kidsandfamily
1858,12277,Undercover Brother,malcolmd.lee eddiegriffin chriskattan deniserichards aunjanueellis action comedy usapresident doublelife policyandorganisations undercover intelligence partner duringcreditsstinger
1859,9779,The Sisterhood of the Traveling Pants,kenkwapis ambertamblyn alexisbledel americaferrera blakelively drama comedy holiday femalefriendship jeans comingofage teenagegirl summer basedonyoungadultnovel
1860,2140,Kiss of the Dragon,chrisnahon jetli bridgetfonda tchékykaryo maxryan action crime thriller paris prostitute drug
1861,12620,The House Bunny,fredwolf annafaris emmastone katdennings katharinemcphee romance comedy virgin nudity college costume yoga bikini party playboy jail sorority pregnancy model carwash fraternity pledge
1862,14177,Beauty Shop,billewoodruff queenlatifah aliciasilverstone andiemacdowell alfrewoodard comedy romance 
1863,198185,Million Dollar Arm,craiggillespie jonhamm billpaxton lakebell surajsharma drama baseball sport duringcreditsstinger
1864,227156,The Giver,phillipnoyce jeffbridges merylstreep brentonthwaites odeyarush drama sciencefiction dystopia blackandwhite basedonyoungadultnovel
1865,10735,What a Girl Wants,denniegordon amandabynes colinfirth kellypreston jonathanpryce comedy londonengland england daughter politician teenagegirl fatherdaughterrelationship americanabroad teencomedy womandirector
1866,11351,Jeepers Creepers 2,victorsalva raywise jonathanbreck garikayimutambirwa ericnenninger horror thriller fathersonrelationship scarecrow peasant farm immortality mythicalcreature father
1867,10030,Good Luck Chuck,markhelfrich danecook jessicaalba danfogler elliaenglish comedy drama romance sex aquarium nudity one-nightstand bride man-womanrelation love curse wedding dentist basedonshortstory duringcreditsstinger
1868,10623,Cradle 2 the Grave,andrzejbartkowiak jetli dmx kellyhu anthonyanderson action crime drama robbery diamant intelligence bankrobber thief bankrobbery financialtransactions hoodlum
1869,590,The Hours,stephendaldry nicolekidman juliannemoore merylstreep stephendillane drama londonengland suicide gay poetry aids drowning depression home wayoflife self-destruction province literature empowerment countrylife family'sdailylife senseoflife homelessness leavingone'sfamily delusion
1870,9655,She's the Man,andyfickman amandabynes channingtatum lauraramsey vinniejones comedy drama family romance roommate twinsister sport boardingschool twinbrother mistakenidentity soccer teenager teencomedy tomboy fakeidentity disguisedvoice thebiggame
1871,1268,Mr. Bean's Holiday,stevebendelack rowanatkinson maxbaldry emmadecaunes willemdafoe family comedy holiday france filmdirector chaos clumsyfellow todropbrick aftercreditsstinger
1872,11237,Anacondas: The Hunt for the Blood Orchid,dwighth.little johnnymessner kadeestrickland matthewmarsden nicholasgonzalez adventure action horror sciencefiction thriller snake expedition traitor research orchid jungle animalhorror
1873,190955,Blood Ties,guillaumecanet cliveowen billycrudup marioncotillard milakunis thriller crime drama 
1874,5123,August Rush,kirstensheridan freddiehighmore kerirussell jonathanrhysmeyers terrencehoward drama date lossofson loveatfirstsight childlabour guitar lossofchild lover(female) loveofone'slife harmonica lie choir churchchoir rockstar cello forbiddenlove musiclover organ kiss affection music concert tenderness motherlylove children'shome deathofachild orphanage secretlove crush children fallinginlove relationship womandirector piano
1875,4518,Elizabeth,shekharkapur cateblanchett geoffreyrush christophereccleston josephfiennes drama history duke historicalfigure treason catholic protestant
1876,11932,Bride of Chucky,ronnyyu edgale jennifertilly braddourif katherineheigl horror comedy route66 puppet evildoll killerdoll killertoys toycomestolife chucky
1877,11165,Tora! Tora! Tora!,richardfleischer martinbalsam sôyamamura josephcotten tatsuyamihashi history action drama adventure war japan worldwarii pearlharbor soldier imperialjapan
1878,6116,Spice World,bobspiers victoriabeckham melaniebrown emmabunton melaniechisholm adventure fantasy drama comedy music pop popculture popstar
1879,57431,The Sitter,davidgordongreen samrockwell jonahhill maxrecords arigraynor comedy babysitter duringcreditsstinger
1880,21724,Dance Flick,damiendantewayans shoshanabush damonwayansjr. essenceatkins chriselliott action comedy music rapmusic hip-hop
1881,278,The Shawshank Redemption,frankdarabont timrobbins morganfreeman bobgunton clancybrown drama crime prison corruption policebrutality prisoncell delinquent paroleboard escapefromprison wrongfulimprisonment framedformurder 1940s
1882,9290,Crocodile Dundee in Los Angeles,simonwincer paulhogan lindakozlowski jereburns jonathanbanks adventure comedy crocodile trafficjam losangeles stolenpainting
1883,11543,Kingpin,"bobbyfarrelly woodyharrelson randyquaid vanessaangel billmurray comedy sport handicap sexualfavor starspangledbanner bowlingteam hairloss biblicalinterpretation combover femalestripper inflatabledoll combover unlikelylovers kingpin carriage lancaster,pa"
1884,284536,The Gambler,rupertwyatt markwahlberg johngoodman brielarson michaelkennethwilliams thriller crime drama gambling gun professor beating gambler loanshark
1885,152737,August: Osage County,johnwells merylstreep juliaroberts chriscooper ewanmcgregor comedy drama suicide drugaddiction funeral dysfunctionalfamily basedonplay midwest southern bleakcomedy mentaldisorders
1886,13374,Ice Princess,timfywell michelletrachtenberg joancusack amystewart haydenpanettiere drama comedy family sport figureskating teenagegirl teenmovie teenager
1887,8976,A Lot Like Love,nigelcole ashtonkutcher amandapeet aimeegarcia tarynmanning comedy newyork shyness career flight romanticcomedy travel malefemalerelationship losangeles
1888,319888,Eddie the Eagle,dexterfletcher taronegerton hughjackman christopherwalken aniasowinski comedy drama history underdog olympicgames skijump biography sport basedontruestory britain skiing feelgood
1889,9469,He Got Game,spikelee denzelwashington rayallen millajovovich rosariodawson drama prison fathersonrelationship homicide begnadigung releasefromprison forgiveness college basketball independentfilm
1890,1909,Don Juan DeMarco,jeremyleven johnnydepp marlonbrando fayedunaway géraldinepailhas romance drama comedy sexaddiction love mentalinstitution patient psychiatrist donjuan
1891,22971,Dear John,lassehallström amandaseyfried channingtatum henrythomas richardjenkins drama romance war basedonnovel army love u.s.soldier
1892,34813,The Losers,sylvainwhite jeffreydeanmorgan zoesaldana chrisevans idriselba action adventure crime mystery thriller hospital blackops referencetomacgyver suckedintojetengine
1893,46261,Don't Be Afraid of the Dark,troynixey katieholmes guypearce baileemadison alandale fantasy horror thriller monster remake creature bathtub teeth oldhouse scarylittlepeople
1894,10431,War,philipg.atwell jetli jasonstatham johnlone devonaoki action thriller crime fbi revenge fbiagent
1895,8051,Punch-Drunk Love,paulthomasanderson adamsandler emilywatson philipseymourhoffman luisguzmán comedy drama romance shyness brothersisterrelationship businessman
1896,9352,EuroTrip,jeffschaffer scottmechlowicz jacobpitts michelletrachtenberg traviswester comedy paris berlin alcohol sex nudity adventure penpals travel nudism marijuana teenager duringcreditsstinger
1897,10167,Half Past Dead,donmichaelpaul stevenseagal morrischestnut jarule niapeeples crime action thriller resistance undercover alcatraz stolenmoney
1898,18147,Unaccompanied Minors,paulfeig lewisblack wilmervalderrama tylerjameswilliams dyllanchristopher comedy family holiday
1899,17170,"Bright Lights, Big City",jamesbridges michaelj.fox kiefersutherland phoebecates jasonrobards drama magazine writer drug fashionshow
1900,18975,The Adventures of Pinocchio,stevebarron martinlandau jonathantaylorthomas genevièvebujold udokier animation family fantasy italy fathersonrelationship pinocchio love school crime havingfun poorpeople boys
1901,15487,The Greatest Game Ever Played,billpaxton shialabeouf stephendillane joshflitter peterfirth drama family sport
1902,22825,The Box,richardkelly camerondiaz jamesmarsden franklangella michaelzegen thriller sciencefiction experiment homicide key sacrifice research test decision police control stalker murder alien gift conspiracy money scientist violence button stranger box
1903,11152,The Ruins,cartersmith shawnashmore jonathantucker jenamalone lauraramsey drama horror mayacivilization carnivorousplant cancún ruins
1904,1831,The Next Best Thing,johnschlesinger madonna ruperteverett benjaminbratt malcolmstumpf comedy gay parentskidsrelationship custodybattle flush yoga single bestfriend losangeles singlefather co-parenting
1905,43931,My Soul to Take,wescraven maxthieriot johnmagaro denzelwhitaker zenagrey drama horror mystery thriller soul serialkiller slasher teenager 3d
1906,10591,The Girl Next Door,lukegreenfield emilehirsch elishacuthbert timothyolyphant jamesremar comedy pornactor pornographicvideo highschool schoolparty blonde girlnextdoor
1907,10861,Maximum Risk,ringolam jean-claudevandamme natashahenstridge jean-huguesanglade zachgrenier action adventure thriller mistakeinperson dyinganddeath twinbrother russianmafia
1908,12770,Stealing Harvard,brucemcculloch jasonlee tomgreen lesliemann dennisfarina action comedy drama robbery fool studies house uncle independentfilm money
1909,276907,Legend,brianhelgeland tomhardy emilybrowning christophereccleston davidthewlis crime thriller biography basedontruestory gangster twins
1910,10074,Hot Rod,akivaschaffer andysamberg islafisher billhader sissyspacek action comedy stuntman stepfather swimmingpool aftercreditsstinger
1911,65055,Shark Night,davidr.ellis sarapaxton chriscarmack joeldavidmoore chriszylka horror thriller sharkattack louisiana dirtycop shark aftercreditsstinger
1912,10397,Angela's Ashes,alanparker emilywatson robertcarlyle joebreen michaellegge drama emigration irish-american hunger sociallydeprivedfamily famine alcoholism brooklynnewyorkcity
1913,200505,Draft Day,ivanreitman kevincostner jennifergarner tomwelling samelliott drama sport duringcreditsstinger
1914,11954,Lifeforce,tobehooper steverailsback peterfirth frankfinlay mathildamay fantasy horror sciencefiction thriller spacemarine vampire flyingsaucer comet alien halley'scomet
1915,60309,The Conspirator,robertredford evanrachelwood jamesmcavoy kevinkline robinwright crime drama history president history conspiracy lawyer trial boardinghouse militarytribunal historical union privateclub
1916,9787,Lords of Dogtown,catherinehardwicke emilehirsch victorrasuk rebeccademornay johnrobinson drama skateboarding success independentfilm womandirector
1917,293646,The 33,patriciariggen antoniobanderas rodrigosantoro juliettebinoche jamesbrolin drama history mining chile basedontruestory survival womandirector miningaccident
1918,6978,Big Trouble in Little China,johncarpenter kurtrussell kimcattrall dennisdun jameshong action adventure comedy fantasy kungfu chinatown magic mystery
1919,133698,Fly Me to the Moon,pascalchaumeil dianekruger danyboon alicepol robertplagnol comedy romance 
1920,59440,Warrior,gavino'connor tomhardy jennifermorrison nicknolte joeledgerton action drama bank training beating mixedmartialarts teacher muscleman combat alcoholic gym exercise
1921,1770,Michael Collins,neiljordan liamneeson aidanquinn stephenrea alanrickman drama thriller civilwar fight presidentialelection freedomfighter chinesecivilwar ireland
1922,10655,Gettysburg,ronaldf.maxwell jeffdaniels tomberenger martinsheen samelliott war drama history civilwar independence troops army battle unionsoldier confederatesoldier americancivilwar
1923,8988,Stop-Loss,kimberlypeirce ryanphillippe abbiecornish josephgordon-levitt channingtatum drama war posttraumaticstressdisorder iraqwarveteran u.s.soldier womandirector
1924,15992,Abandon,stephengaghan katieholmes benjaminbratt charliehunnam zooeydeschanel drama mystery thriller alcohol detective dancer nightmare college job party elite suspense drug boyfriend thesis pressure
1925,17707,Brokedown Palace,jonathankaplan clairedanes katebeckinsale billpullman jacquelinekim drama thriller holiday prison thailand drug injustice
1926,77883,The Possession,olebornedal jeffreydeanmorgan natashacalis madisondavenport kyrasedgwick horror thriller 
1927,40001,Mrs. Winterbourne,richardbenjamin shirleymaclaine rickilake brendanfraser janekrakowski comedy romance drama rolereversal mistakenidentity trainwreck
1928,64639,Straw Dogs,rodlurie jamesmarsden katebosworth alexanderskarsgård dominicpurcell drama thriller southernusa rape bar wifehusbandrelationship barn machismo rifle homeinvasion
1929,9903,The Hoax,lassehallström richardgere alfredmolina marciagayharden hopedavis comedy drama flying 1970s falseidentity biography
1930,21338,Stone Cold,craigr.baxley brianbosworth lancehenriksen williamforsythe arabellaholzbog action crime thriller undercover fbi biker cop motorcyclegang
1931,20766,The Road,johnhillcoat viggomortensen kodismit-mcphee charlizetheron robertduvall adventure drama post-apocalyptic dystopia paternity duringcreditsstinger
1932,24264,Sheena,johnguillermin tanyaroberts tedwass donovanscott elizabethoftoro action adventure comedy fantasy sciencefiction africa mercenary adventure femalehero junglegirl
1933,19803,Underclassman,marcossiega nickcannon roselynsánchez shawnashmore cheechmarin action comedy police highschool undercovercop
1934,20309,Say It Isn't So,j.b.rogers chrisklein heathergraham orlandojones sallyfield comedy romance 
1935,9912,The World's Fastest Indian,rogerdonaldson anthonyhopkins iainrea tessamitchell aaronmurphy drama newzealand utah life'sdream independentfilm motorcycle motorcycleracing trailer mortgage
1936,9067,Tank Girl,racheltalalay loripetty ice-t naomiwatts malcolmmcdowell action comedy fantasy sciencefiction destroy dystopia reincarnation desert artialarts womandirector
1937,27360,King's Ransom,jeffreyw.byrd anthonyanderson jaymohr kellitasmith brooked'orsay comedy crime caper action
1938,8338,Blindness,fernandomeirelles juliannemoore markruffalo alicebraga gaelgarcíabernal drama mystery sciencefiction thriller fight blindnessandimpairedvision asylum leader society eyespecialist uprising doomsday plague
1939,168705,BloodRayne,uweboll kristannaloken benkingsley michellerodriguez michaelmadsen action adventure fantasy horror vampire vampirehunter basedonvideogame romania
1940,72113,Carnage,romanpolanski katewinslet jodiefoster christophwaltz johnc.reilly comedy drama flat mobilephone hamster insult darkcomedy writer tulips meeting puke pants liberal
1941,9729,Where the Truth Lies,atomegoyan kevinbacon colinfirth alisonlohman davidhayman drama mystery thriller sex journalist journalism 1970s entertainer one-nightstand extramaritalaffair sexparty
1942,94352,Cirque du Soleil: Worlds Away,andrewadamson ericalinz igorzaripov mattgillanders jasonberrent fantasy family clown music mimes cirquedusoleil carnies aerialist
1943,22256,Without Limits,roberttowne billycrudup donaldsutherland monicapotter jeremysisto drama running olympicgames sport athlete
1944,12404,Me and Orson Welles,richardlinklater zacefron clairedanes christianmckay imogenpoots comedy drama romance newyork basedonnovel historicalfigure theater 1930s
1945,152742,The Best Offer,giuseppetornatore geoffreyrush jimsturgess sylviahoeks donaldsutherland drama romance crime mystery painting auctioneer confidencegame fineart honeypot
1946,11699,The Bad Lieutenant: Port of Call - New Orleans,wernerherzog nicolascage evamendes valkilmer fairuzabalk drama crime policebrutality organizedcrime policeman illegaldrugs murderinvestigation corruptcop
1947,49953,A Turtle's Tale: Sammy's Adventures,benstassen yurilowenthal gemmaarterton isabellefuhrman melaniegriffith animation family globalwarming seaturtle 3d
1948,48034,Little White Lies,guillaumecanet françoiscluzet marioncotillard benoîtmagimel gilleslellouche comedy drama americanfootball countryhouse motorboat malefemalerelationship thirtysomething beachhouse organicfood weasel groupoffriends reprimand declarationoflove parentchildrelationship texting lowtide forced interruptedvacation osteopath lovesick
1949,39845,Love Ranch,taylorhackford helenmirren joepesci sergioperis-mencheta ginagershon drama independentfilm
1950,25353,The True Story of Puss 'n Boots,jérômedeschamps jérômedeschamps yolandemoreau louisewallon arthurdeschamps family adventure animation cat surrealism cartooncat
1951,36696,Space Dogs,innaevlannikova annabolshova evgenymironov sergeygarmash aleksandrbashirov family animation russia spacemission space outerspace dog
1952,109091,The Counselor,ridleyscott michaelfassbender camerondiaz javierbardem goranvisnjic thriller crime drama poetry lawyer drugsmuggling drugtrafficking reddress
1953,38543,Ironclad,jonathanenglish jamespurefoy katemara jasonflemyng paulgiamatti romance adventure action history ambush hero fight castle battlefield duel king orderofthetemplars
1954,33157,Waterloo,sergeybondarchuk rodsteiger christopherplummer orsonwelles jackhawkins history action drama biography napoleonbonaparte waterloo
1955,290864,Kung Fu Jungle,teddychan donnieyen charlieyeung wangbaoqiang baibing crime action thriller martialarts kungfu serialkiller
1956,242166,Red Sky,mariovanpeebles camgigandet rachaelleighcook shanewest billpullman action thriller lovetriangle middleeast fight kidnapping missile pilot honor betrayal mission conspiracy attack explosion combat jet military rogue squad wmd dogfight
1957,859,Dangerous Liaisons,stephenfrears glennclose johnmalkovich michellepfeiffer swoosiekurtz drama romance lovesickness sexuality cheating cynic ladykiller fiancé arrangedmarriage passion seduction loveletter boredom courtlylife frenchrevolution lover plan praise genderroles
1958,83770,On the Road,waltersalles garretthedlund samriley kristenstewart amyadams adventure drama basedonnovel cemetery narration nudity funeral song friendship roadtrip marijuana snow cigarettesmoking writer photograph ontheroad sexscene typewriter voiceover suicidethoughts roadmovie denvercolorado kerouac
1959,168,Star Trek IV: The Voyage Home,leonardnimoy williamshatner leonardnimoy deforestkelley jamesdoohan sciencefiction adventure savingtheworld sanfrancisco ussenterprise-a timetravel whale marinebiologist vulcan spaceopera
1960,1246,Rocky Balboa,sylvesterstallone sylvesterstallone burtyoung miloventimiglia geraldinehughes drama philadelphia transporter fight loveofone'slife publicity boxer grave tombstone tvstation boxingmatch comeback training restaurantowner worldchampion challenger virtualfight defeat victory cancer over-the-hillfighter
1961,4233,Scream 2,wescraven davidarquette nevecampbell courteneycox sarahmichellegellar horror mystery filmfestivals slaughter slasher
1962,174751,Jane Got a Gun,gavino'connor natalieportman joeledgerton ewanmcgregor noahemmerich action drama western 
1963,184098,Think Like a Man Too,timstory adambrody michaelealy jerryferrara meagangood comedy romance 
1964,2069,The Whole Nine Yards,jonathanlynn brucewillis matthewperry rosannaarquette michaelclarkeduncan comedy crime bounty gangsterboss montreal gangster dentist hoodlum
1965,1788,Footloose,herbertross kevinbacon johnlithgow diannewiest chrispenn drama family music romance dancing dancer dance music danceteacher
1966,11635,Old School,toddphillips lukewilson willferrell vincevaughn ellenpompeo comedy sexdoll streaking mouthtomouthresuscitation
1967,177,The Fisher King,terrygilliam jeffbridges robinwilliams mercedesruehl amandaplummer comedy drama holygrail homelessperson lossoflover mentaldisease senseofguilt suppressedpast yuppie cynic fantasy self-discovery housebreaking forgiveness gunrampage talkshow legend unsociability personrunningamok
1968,3600,I Still Know What You Did Last Summer,dannycannon jenniferlovehewitt freddieprinzejr. mekhiphifer brandynorwood horror mystery thriller competition island radio bahamas college knife fisherman vacation revenge murder marijuana resort blood slasher storm hook killer
1969,2621,Return to Me,bonniehunt davidduchovny minniedriver carrollo'connor robertloggia romance comedy drama transplantation loveofone'slife veterinarian womandirector
1970,10358,Zack and Miri Make a Porno,kevinsmith sethrogen elizabethbanks jenniferschwalbachsmith jasonmewes comedy pornography loveofone'slife platoniclove pornographicvideo bestfriend sexcomedy bestfriendsinlove aftercreditsstinger duringcreditsstinger
1971,10480,Nurse Betty,neillabute renéezellweger morganfreeman chrisrock gregkinnear comedy crime thriller independentfilm nativeamerican violence soapopera usedcardealer nurseuniform femalebartender tvproduction heartspecialist formosacafehollywood tvwriter murdererduo
1972,10313,The Men Who Stare at Goats,grantheslov georgeclooney ewanmcgregor jeffbridges kevinspacey comedy war vietnamveteran kuwait newage staringcontest druguse paranoidfantasy hippielifestyle
1973,18828,Double Take,georgegallo orlandojones eddiegriffin garcellebeauvais garygrubbs adventure drama action comedy romance mexico cia fbi train
1974,3558,"Girl, Interrupted",jamesmangold winonaryder angelinajolie cleaduvall brittanymurphy drama basedonnovel suicideattempt puberty biography borderlinepersonalitydisorder
1975,13476,Win a Date with Tad Hamilton!,robertluketic joshduhamel katebosworth tophergrace nathanlane comedy romance celebrity romanticcomedy malefemalerelationship moviestar
1976,10208,Muppets from Space,timhill stevewhitmire davegoelz billbarretta frankoz fantasy comedy sciencefiction family puppet themuppets
1977,24961,The Wiz,sidneylumet dianaross michaeljackson nipseyrussell tedross adventure family fantasy music melancholy littledog basedonstagemusical basedonfilm wizard
1978,20697,Ready to Rumble,brianrobbins davidarquette scottcaan oliverplatt rosemcgowan action comedy drama wrestling sport
1979,20761,Play It to the Bone,ronshelton antoniobanderas woodyharrelson lolitadavidovich tomsizemore comedy drama sport
1980,70868,I Don't Know How She Does It,douglasmcgrath sarahjessicaparker piercebrosnan sarahshahi busyphilipps romance comedy pregnancy familyvacation widower workingmum in-laws
1981,43593,Piranha 3D,alexandreaja elisabethshue adamscott jerryo'connell stevenr.mcqueen comedy horror yacht movieinmovie scubadiving piranha springbreak maneatenbymonster 3d
1982,6478,Beyond the Sea,kevinspacey kevinspacey katebosworth johngoodman bobhoskins drama music musical perfectionist rowboat courtship
1983,40688,Meet the Deedles,steveboyum paulwalker johnashton dennishopper ericbraeden animation comedy family 
1984,26672,The Thief and the Cobbler,richardwilliams vincentprice anthonyquayle seanconnery joansims adventure fantasy animation sciencefiction family prophecy witch princess battle desert troubledproduction unfinishedfilm
1985,45881,The Bridge of San Luis Rey,marymcguckian gabrielbyrne f.murrayabraham kathybates robertdeniro romance drama basedonnovel bridge peru perioddrama 18thcentury womandirector collapse
1986,41283,Faster,"georgetillman,jr. dwaynejohnson billybobthornton maggiegrace carlagugino crime drama action thriller "
1987,4935,Howl's Moving Castle,hayaomiyazaki takuyakimura akihiromiwa tatsuyagashûin mitsunoriisaki fantasy animation adventure flying witch rain castle scarecrow bodyexchange hatter bakery demon anime
1988,19908,Zombieland,rubenfleischer jesseeisenberg woodyharrelson emmastone abigailbreslin comedy horror washingtond.c. sistersisterrelationship post-apocalyptic roadtrip bloodsplatter parody survival zombie violence survivalhorror amusementpark twinkie bodycount zombification disposingofadeadbody bittenonthearm loner aftercreditsstinger zombieapocalypse fearofclowns
